,Representative,Metric,Num,Unit
7848,4YSL,Kd,1.6,uM
7849,5A6B,Ki,7.9,nM
7850,2FAV,Kd,24.0,uM
7851,4HZX,ic50,0.5,nM
7852,4HZZ,ic50,8.31,nM
7853,4HZW,ic50,1.31,nM
7854,5UV1,Ki,2.4,uM
7855,5UV2,Ki,39.5,uM
7856,4URX,Kd,1.3,mM
7857,4URX,Kd,6.0,mM
7858,4URZ,Kd,3.0,mM
7859,4URY,Kd,6.0,mM
7860,1IUP,Ki,2.9,mM
7861,1UKB,Ki,0.65,mM
7862,1XUJ,Ki,1.0,nM
7863,1V2V,Ki,427.0,uM
7864,1TNH,Ki,0.43,mM
7865,1Y5A,Ki,1.33,uM
7866,1Y3Y,Ki,2300.0,nM
7867,1O2I,Ki,0.052000000000000005,uM
7868,1GI6,Ki,4.0,uM
7869,5MON,Kd,3.3,mM
7870,1O3D,Ki,0.07400000000000001,uM
7871,1Y59,Ki,1.19,uM
7872,1O39,Ki,0.07400000000000001,uM
7873,1QL7,Ki,13.4,uM
7874,1G3C,Ki,1.6,uM
7875,1YP9,Ki,7700.0,nM
7876,1V2L,Ki,51.0,uM
7877,1Y3X,Ki,7315.0,nM
7878,1OYQ,Ki,110.0,nM
7879,1XUG,Ki,0.09,uM
7880,3AAU,Ki,9.0,uM
7881,1C5S,Ki,1.0,uM
7882,1V2N,Ki,1.25,uM
7883,5MN1,Kd,3.3,mM
7884,1XUK,Ki,19.0,uM
7885,1V2J,Ki,566.0,uM
7886,5EG4,Ki,21.0,nM
7887,1K1N,Kd,153.0,nM
7888,1V2M,Ki,51.0,uM
7889,1G3E,Ki,4.2,uM
7890,2FX6,Ki,200.0,uM
7891,2ZQ2,Kd,276.0,nM
7892,1F0T,Ki,1000.0,nM
7893,1O3E,Ki,0.011000000000000001,uM
7894,1Y3W,Ki,1680.0,nM
7895,1QB6,Ki,870.0,nM
7896,3GY3,Kd,2.36,uM
7897,3NKK,ic50,8.6,uM
7898,3GY4,Kd,8.0,uM
7899,1TNL,Ki,13.3,mM
7900,1V2K,Ki,0.65,uM
7901,1O3J,Ki,0.17,uM
7902,2BZA,Ki,1.58,mM
7903,1C5P,Ki,21.0,uM
7904,1K1M,Kd,40.0,nM
7905,1UTO,Kd,5.32,mM
7906,3AAS,Kd,31.0,uM
7907,1TNK,Ki,32.5,mM
7908,3GY7,Kd,30.0,uM
7909,1O30,Ki,0.17,uM
7910,3GY5,Kd,1.8,uM
7911,1C5Q,Ki,0.44,uM
7912,1GHZ,Ki,16.0,uM
7913,1O2V,Ki,1.4,uM
7914,1V2Q,Ki,73.62,uM
7915,1TNG,Ki,1.17,mM
7916,1GI4,Ki,0.065,uM
7917,1V2T,Ki,19.56,uM
7918,1O3G,Ki,0.011000000000000001,uM
7919,1C2D,Ki,0.0052,uM
7920,1C1R,Ki,0.0235,uM
7921,1O36,Ki,1.1,uM
7922,3GY8,Kd,1.8,uM
7923,3ITI,ic50,0.27,uM
7924,3GY6,Kd,1.8,uM
7925,1BJU,Ki,6.2,uM
7926,1TX7,Ki,25.0,uM
7927,1O32,Ki,1.8,uM
7928,1O2Q,Ki,0.021,uM
7929,1K1J,Kd,28.0,nM
7930,1QBO,Ki,18.0,nM
7931,1V2R,Ki,278.96,uM
7932,1V2U,Ki,427.0,uM
7933,1Y5B,Kd,1.26,uM
7934,1G36,Ki,67.0,nM
7935,1TX8,Ki,1800.0,uM
7936,1GI1,Ki,3.6,uM
7937,1V2W,Ki,97.79,uM
7938,1O3H,Ki,0.05,uM
7939,1TNI,Ki,0.1,mM
7940,1PPC,Ki,0.69,uM
7941,1V2S,Ki,68.0,uM
7942,1LQE,Ki,1507.0,nM
7943,1O2S,Ki,3.4,uM
7944,1O2X,Ki,1.4,uM
7945,1O38,Ki,0.15,uM
7946,1G3B,Ki,1.8,uM
7947,1BJV,Ki,13.0,uM
7948,3LJJ,Kd,300.0,nM
7949,1O3I,Ki,0.05,uM
7950,1Y3V,Ki,2300.0,nM
7951,1UTP,Kd,36.0,mM
7952,1TNJ,Ki,11.0,mM
7953,3GY2,Kd,1.8,uM
7954,1K1I,Kd,264.0,nM
7955,1GJ6,Ki,0.23,uM
7956,3LJO,Kd,239.0,nM
7957,1O2Y,Ki,1.4,uM
7958,1O31,Ki,1.8,uM
7959,1C5T,Ki,80.0,uM
7960,1EB2,Ki,16.0,nM
7961,1O2K,Ki,0.12,uM
7962,1V2P,Ki,18.45,uM
7963,1TPS,ic50,10.0,nM
7964,1O34,Ki,1.8,uM
7965,1PPH,Ki,1.2,uM
7966,1G3D,Ki,2.8,uM
7967,5MOO,Kd,48.5,mM
7968,1O2U,Ki,1.4,uM
7969,1O2H,Ki,0.068,uM
7970,1QB9,Ki,36.0,nM
7971,1O3B,Ki,0.07400000000000001,uM
7972,1O2Z,Ki,0.78,uM
7973,1K1L,Kd,125.0,nM
7974,1O2O,Ki,0.44,uM
7975,1F0U,Ki,69.0,nM
7976,1O37,Ki,0.15,uM
7977,1O3F,Ki,0.011000000000000001,uM
7978,1O2N,Ki,0.81,uM
7979,1CE5,Ki,18.4,uM
7980,5MNB,Kd,3.3,mM
7981,1O2J,Ki,0.12,uM
7982,1AQ7,ic50,0.9,uM
7983,1O3K,Ki,0.17,uM
7984,1Y5U,Kd,0.22,uM
7985,1QB1,Ki,170.0,nM
7986,1O2W,Ki,1.4,uM
7987,1XUF,Ki,0.09,uM
7988,1QBN,Ki,1400.0,nM
7989,1O33,Ki,1.8,uM
7990,1V2O,Ki,18.45,uM
7991,1UTN,Kd,0.321,mM
7992,1UTJ,Kd,0.14400000000000002,mM
7993,1UTL,Kd,3.412,mM
7994,1UTM,Kd,0.971,mM
7995,1J17,Ki,6.05,uM
7996,1J16,Ki,143.0,uM
7997,1J14,Ki,32.2,uM
7998,1BRA,Ki,15000.0,uM
7999,1J15,Ki,143.0,uM
8000,1QL9,Ki,4.45,uM
8001,5TP0,Ki,3.66,uM
8002,1H4W,Ki,22.0,uM
8003,1OSS,Ki,16.4,uM
8004,1YF4,Ki,5.0,nM
8005,2TPI,Kd,49.0,uM
8006,3K8D,Kd,1.7,uM
8007,5DF1,Ki,4.0,uM
8008,3JRX,Kd,1.0,nM
8009,3TDC,ic50,13.0,nM
8010,1W96,Kd,3.9,nM
8011,3UCL,Ki,0.165,mM
8012,5FI4,ic50,0.003,uM
8013,5UK8,Kd,0.4,uM
8014,5NCY,ic50,0.4,nM
8015,2WXP,ic50,3.0,nM
8016,2WXL,ic50,4.6,nM
8017,2WXO,ic50,90.0,nM
8018,5T2B,ic50,5.0,nM
8019,2WXF,ic50,180.0,nM
8020,5NCZ,ic50,0.79,nM
8021,4XE0,ic50,19.0,nM
8022,2X38,ic50,130.0,nM
8023,5AE9,Ki,0.0794,nM
8024,5AE8,Ki,0.126,nM
8025,5T2I,ic50,2.0,nM
8026,2WXG,ic50,0.7,nM
8027,4ANW,ic50,18.0,nM
8028,4WWP,ic50,0.12,uM
8029,4ANV,ic50,441.0,nM
8030,5JHB,Kd,873.0,nM
8031,4WWO,ic50,0.038,uM
8032,3R7Q,ic50,0.10800000000000001,uM
8033,3ENE,Ki,0.57,uM
8034,3LJ3,ic50,43.0,nM
8035,2V4L,ic50,1.5,uM
8036,3ZVV,ic50,915.0,uM
8037,5DXT,Ki,0.2,nM
8038,3HVJ,Ki,2.0,nM
8039,3OZT,ic50,336000.0,nM
8040,3U81,Ki,36.0,uM
8041,5K0F,ic50,0.47,uM
8042,3OZR,ic50,31600.0,nM
8043,3R6T,ic50,1368.0,nM
8044,4P58,Ki,63.0,uM
8045,4PYQ,ic50,4.4,uM
8046,3OZS,ic50,20900.0,nM
8047,4PYN,ic50,30.0,uM
8048,3NWE,ic50,25.0,nM
8049,4PYO,ic50,30.0,uM
8050,3NW9,ic50,6.0,nM
8051,3OE4,Ki,34.0,nM
8052,3NWB,ic50,11.0,nM
8053,3HVH,Ki,3.0,nM
8054,3OE5,ic50,596.0,nM
8055,3HVI,Ki,5.0,nM
8056,3HVK,Ki,3.0,nM
8057,1H1D,Ki,6.0,nM
8058,4XUC,ic50,47.0,nM
8059,4XUE,ic50,170.0,nM
8060,4XUD,ic50,200.0,nM
8061,5BRE,Ki,0.71,uM
8062,5BRD,Ki,32.0,uM
8063,5BRH,Ki,4.1,uM
8064,5BRF,Ki,1.3,uM
8065,1UA4,Ki,0.06,mM
8066,1IAU,Ki,80.0,nM
8067,2VBQ,Ki,41.0,uM
8068,1JZS,Ki,0.25,uM
8069,5L7W,Ki,11.0,nM
8070,5EN4,Ki,64.0,nM
8071,5L7T,Ki,26.0,nM
8072,1ZUA,ic50,10.0,nM
8073,4ICC,ic50,1.0,uM
8074,4GAB,ic50,33.0,uM
8075,5M2F,ic50,6.1,uM
8076,4JIH,ic50,0.33,uM
8077,4I5X,ic50,0.76,uM
8078,4JII,ic50,0.62,uM
8079,1VKJ,Kd,14.0,uM
8080,4JAW,Ki,125.0,nM
8081,5BXT,Ki,52.0,uM
8082,5BXR,Ki,0.88,uM
8083,5BXS,Ki,0.52,uM
8084,5BXP,Ki,7.7,uM
8085,1WS1,Ki,0.28,nM
8086,3SVJ,Ki,117.0,nM
8087,3SW8,Ki,25910.0,nM
8088,2AI7,ic50,0.4,uM
8089,2AIE,ic50,2.2,uM
8090,2AIA,ic50,3.9,uM
8091,4EOX,ic50,0.28,nM
8092,3STR,Ki,334.0,nM
8093,4JE7,Kd,395.0,nM
8094,4JE8,Kd,6100.0,nM
8095,2EW5,ic50,1.25,uM
8096,2EW6,ic50,10.8,uM
8097,3E3U,ic50,0.013000000000000001,uM
8098,1S17,ic50,5.0,nM
8099,4DR9,ic50,10.0,nM
8100,5JF2,Ki,13.0,nM
8101,5JF3,Ki,38.0,nM
8102,5JF7,Ki,909.0,nM
8103,5JF5,Ki,63.0,nM
8104,5JF4,Ki,65.0,nM
8105,5JF6,Ki,62.0,nM
8106,5JF1,Ki,64.0,nM
8107,5JF8,Ki,1428.0,nM
8108,3M6P,Kd,0.9,nM
8109,3M6R,Kd,32.0,nM
8110,3PN4,Kd,140.0,nM
8111,3PN3,Ki,400.0,nM
8112,3M6Q,Kd,48.0,nM
8113,1G3M,ic50,0.15,nM
8114,4JVM,ic50,33.0,nM
8115,4JVN,ic50,23.0,nM
8116,3OKP,Kd,19.0,uM
8117,3OKC,Kd,36.5,uM
8118,3OKA,Kd,19.0,uM
8119,2V5X,ic50,100.0,nM
8120,3SFF,ic50,200.0,nM
8121,1W22,ic50,175.5,nM
8122,4RN2,ic50,1500.0,nM
8123,5FCW,ic50,0.3,uM
8124,4RN0,ic50,255.0,nM
8125,3ZNR,Ki,0.036000000000000004,uM
8126,3ZNS,Ki,0.039,uM
8127,3C0Z,ic50,113.0,uM
8128,3C10,ic50,0.3,uM
8129,3MAX,ic50,0.027000000000000003,uM
8130,5IX0,ic50,0.168,uM
8131,4LY1,ic50,0.0563,uM
8132,4LXZ,ic50,0.251,uM
8133,5IWG,ic50,0.062,uM
8134,2BR6,Ki,1.1,mM
8135,2VTD,ic50,85.0,uM
8136,2VTE,ic50,105.0,uM
8137,2XPC,ic50,182.0,uM
8138,2UUP,ic50,105.0,uM
8139,2JFH,Ki,240.0,uM
8140,2Y68,ic50,253.0,uM
8141,2UUO,ic50,170.0,uM
8142,2X5O,ic50,85.0,uM
8143,2JFF,Ki,240.0,uM
8144,2Y67,ic50,292.0,uM
8145,4UMA,Ki,3.9,uM
8146,4UMB,Ki,99.0,uM
8147,4UMC,Ki,360.0,uM
8148,4HSO,Kd,22.0,uM
8149,2YPO,Kd,21.0,uM
8150,5E2L,Kd,93.0,uM
8151,2YPP,Kd,39.0,uM
8152,5E5G,Kd,700.0,uM
8153,3OCP,Kd,27.0,nM
8154,4KU7,Kd,12.0,nM
8155,5C8W,Kd,43.8,nM
8156,5C6C,Kd,418.0,nM
8157,5BV6,Kd,31.0,nM
8158,3ZLQ,ic50,0.904,uM
8159,3PPM,Ki,0.29,nM
8160,4DO3,ic50,74.0,uM
8161,3K83,Ki,22.0,nM
8162,3QK5,ic50,0.018000000000000002,uM
8163,3QJ9,ic50,951.0,nM
8164,3B6H,Kd,3.4,uM
8165,3B99,Kd,1.9,uM
8166,1X38,Ki,1.7000000000000001e-09,M
8167,1J8V,Ki,243.2,uM
8168,1X39,Ki,0.6,nM
8169,5LJ0,ic50,40.0,nM
8170,5A5R,ic50,1.3,uM
8171,5A82,ic50,0.794,uM
8172,5A5Q,ic50,13.0,uM
8173,5A81,ic50,2.512,uM
8174,5A5P,ic50,0.1,mM
8175,4TU4,Kd,175.0,uM
8176,4TZ8,Kd,500.0,uM
8177,4TTE,Kd,202.0,uM
8178,4TYL,Kd,600.0,uM
8179,4TZ2,Kd,350.0,uM
8180,5A83,ic50,130.0,nM
8181,5AR0,Kd,720.0,nM
8182,5MKR,Ki,17.0,uM
8183,5MKS,Ki,17.0,uM
8184,5AQZ,Kd,3.3,uM
8185,3EPW,Ki,4.4,nM
8186,3B9G,Ki,19.0,uM
8187,2FF1,Ki,6.2,nM
8188,3EPX,Ki,10.8,nM
8189,1HP0,Ki,0.2,uM
8190,2FF2,Ki,6.2,nM
8191,2MAS,Kd,30.0,nM
8192,4I71,Ki,0.9,nM
8193,4I73,Ki,190.0,nM
8194,4I72,Ki,18.0,nM
8195,2WKV,Kd,128.0,uM
8196,2VTZ,Kd,307.0,uM
8197,2WL5,Kd,30.0,uM
8198,2WL4,Kd,64.0,uM
8199,2WKT,Kd,49.0,uM
8200,1LGT,Kd,0.8,uM
8201,1KMY,Kd,8.0,uM
8202,1W3Y,ic50,100.0,uM
8203,2BRP,ic50,100.0,uM
8204,1F9G,Ki,53.0,mM
8205,3RS8,Kd,5.1,uM
8206,3RSS,Kd,6.0,uM
8207,3N0S,Kd,3.72,uM
8208,3KZL,Kd,6.1,uM
8209,3N0M,Kd,6.1,uM
8210,5M4Q,Ki,0.31,mM
8211,1RBO,Kd,0.19,pM
8212,3AXK,Ki,70.0,uM
8213,3AXM,Ki,8.5,uM
8214,5N0F,Kd,0.9,uM
8215,4D4C,Ki,386.9,uM
8216,4D4D,Kd,1.12,uM
8217,5HMR,ic50,35.0,uM
8218,5HQX,ic50,120.0,uM
8219,3KJM,ic50,1.5,uM
8220,2QKN,ic50,18.0,uM
8221,2QPM,ic50,42.0,uM
8222,3ACH,Kd,14.3,uM
8223,3ACI,Kd,19.2,uM
8224,1W3L,Ki,0.52,uM
8225,1E5J,Ki,100.0,uM
8226,8A3H,Ki,88.0,uM
8227,1OCQ,Ki,6.5,uM
8228,1W3K,Ki,50.0,uM
8229,1GU3,Kd,47.62,uM
8230,2BVD,Ki,1.0,uM
8231,1J84,Ka,1200.0,M^-1
8232,3V66,ic50,1.3,nM
8233,3WCF,ic50,0.053,uM
8234,3ASX,ic50,20.0,nM
8235,3WCH,ic50,0.08900000000000001,uM
8236,3WCI,ic50,0.27,uM
8237,3WCL,ic50,0.26,uM
8238,1U70,Ki,230.0,nM
8239,3K47,ic50,14.5,uM
8240,3K45,ic50,3.9,uM
8241,1U72,Kd,0.0034,nM
8242,4QJC,ic50,0.15,uM
8243,2C2S,ic50,0.15,uM
8244,4G95,Ki,24.4,nM
8245,3NXX,Ki,11.0,uM
8246,1DHF,Kd,0.111,uM
8247,3F8Y,Ki,8.3,nM
8248,3GYF,ic50,12.3,nM
8249,4KFJ,ic50,60.0,nM
8250,4KAK,ic50,1300.0,nM
8251,1DRF,Kd,0.111,uM
8252,3NU0,ic50,0.1,uM
8253,4KEB,ic50,45.0,nM
8254,1BOZ,ic50,8500.0,nM
8255,1DLR,Ki,16.4,nM
8256,3GHW,Kd,0.02,uM
8257,1HFR,Ki,790.0,nM
8258,3NXO,Ki,0.83,uM
8259,4DDR,Ki,2841.0,nM
8260,3F8Z,Ki,66.0,nM
8261,3S3V,Ki,593.0,nM
8262,1DLS,Ki,10.9,nM
8263,4KBN,ic50,330.0,nM
8264,3NXR,Ki,11.0,uM
8265,3NTZ,ic50,0.09,uM
8266,1HFP,Ki,1036.0,nM
8267,2C2T,ic50,15.0,uM
8268,1HFQ,Ki,2.7,nM
8269,3N0H,Ki,617.0,nM
8270,3EIG,Ki,21.0,nM
8271,3FS6,Ki,230.0,nM
8272,4LAE,Ki,0.002,nM
8273,3FQC,ic50,0.064,uM
8274,3SQY,Ki,2.7,nM
8275,3FQZ,ic50,0.17,uM
8276,3FRF,Ki,0.003,uM
8277,3FQO,ic50,0.67,uM
8278,3SRU,Ki,0.02,nM
8279,3FY9,Ki,3.5,nM
8280,4LEK,Ki,0.16,nM
8281,4TU5,ic50,18.0,nM
8282,2W9G,Kd,8.1,nM
8283,2W9G,Kd,0.97,nM
8284,3SRQ,Ki,0.48,nM
8285,4LAG,Ki,0.011000000000000001,nM
8286,3M08,Ki,2.8,nM
8287,3FYW,Ki,0.23,nM
8288,3F0Q,Ki,10.0,nM
8289,2W9H,Kd,430.0,nM
8290,3FYV,Ki,0.22,nM
8291,3F0U,ic50,0.19,uM
8292,3FQ0,ic50,0.068,uM
8293,3FQF,ic50,0.75,uM
8294,3SRS,Ki,0.76,nM
8295,3F0B,ic50,0.061,uM
8296,3FRA,Ka,76000000.0,M^-1
8297,5ISQ,Ki,158.3,nM
8298,4FGH,Ki,2.9,nM
8299,3FRB,Ka,5800000.0,M^-1
8300,3SRR,Ki,0.24,nM
8301,5JG0,ic50,0.01,uM
8302,3FQV,ic50,0.77,uM
8303,5ISP,Ki,11.75,nM
8304,4LAH,Ki,0.096,nM
8305,3SRW,Ki,0.026000000000000002,nM
8306,3I8A,Ki,0.12,uM
8307,3M09,Ki,0.9,nM
8308,4FGG,Ki,4.1,nM
8309,3FRE,Ki,0.0006,uM
8310,5IST,Ki,3.89,nM
8311,3FY8,Ki,0.9,nM
8312,3SR5,Ki,0.35,nM
8313,2DRC,Kd,0.13,nM
8314,1RA9,Kd,24.0,uM
8315,3QYL,Ki,1.0,uM
8316,1RA1,Kd,24.0,uM
8317,2D0K,Kd,9.51,uM
8318,2ANQ,ic50,0.075,uM
8319,3QYO,Ki,7.0,uM
8320,6DFR,Kd,24.0,uM
8321,1RX1,Kd,24.0,uM
8322,3R33,Ki,0.8,uM
8323,1DHI,Kd,55.0,nM
8324,4GH8,Kd,2.6,uM
8325,1RG7,Kd,0.7,nM
8326,1DRH,Kd,24.0,uM
8327,1DHJ,Kd,281.0,nM
8328,1RX9,Kd,24.0,uM
8329,3DRC,Kd,0.7,nM
8330,3IX9,Ki,3.9,nM
8331,4KM2,Kd,0.82,uM
8332,4KNE,Kd,1.26,uM
8333,4KM0,Kd,0.91,uM
8334,3DFR,ic50,3.0,nM
8335,1AOE,Ki,0.22,nM
8336,4H97,ic50,22.0,nM
8337,1M79,ic50,320.0,nM
8338,3QLR,ic50,45.0,nM
8339,1IA3,ic50,8.0,nM
8340,4HOF,ic50,20.0,nM
8341,3QLW,ic50,100.0,nM
8342,1IA1,ic50,0.034,uM
8343,3QLS,ic50,33.0,nM
8344,1IA4,ic50,0.13,uM
8345,4HOE,ic50,36.0,nM
8346,1M7A,ic50,9.0,nM
8347,1M78,ic50,52.0,nM
8348,1IA2,ic50,0.023,uM
8349,3EEL,ic50,0.55,nM
8350,3QLZ,ic50,15.0,nM
8351,3EEK,ic50,0.61,nM
8352,3CSE,ic50,8.2,nM
8353,3QLX,ic50,27.0,nM
8354,3EEJ,ic50,7.3,nM
8355,3EEM,ic50,5.5,nM
8356,4HOG,ic50,5.5,nM
8357,2P4T,Kd,0.027000000000000003,uM
8358,4ELG,Ki,6.9,nM
8359,3E0B,ic50,0.89,uM
8360,2QK8,ic50,20.0,nM
8361,4ELE,Ki,13.4,nM
8362,4ELH,Ki,8.2,nM
8363,3FL8,ic50,54.0,nM
8364,4ELF,Ki,9.4,nM
8365,3FL9,ic50,77.0,mM
8366,2FZH,ic50,0.049,nM
8367,1S3Y,ic50,210.0,nM
8368,4IXG,ic50,0.076,uM
8369,4G8Z,Ki,227.0,nM
8370,3NZ6,ic50,1.3,nM
8371,3NZB,ic50,35.0,nM
8372,3NZ9,ic50,6.5,nM
8373,1DYR,ic50,20.0,uM
8374,3TD8,ic50,1.2,nM
8375,1LY3,ic50,87.0,nM
8376,1VJ3,ic50,0.17,uM
8377,1DAJ,Ki,6.5,nM
8378,2FZI,ic50,1.0,nM
8379,1KLK,ic50,0.21,uM
8380,1LY4,ic50,76.0,nM
8381,2CIG,Ki,1.0,nM
8382,1DG5,Ki,88.0,uM
8383,1DF7,Ki,11.0,nM
8384,5JA3,ic50,173.0,nM
8385,1DG7,Ki,187.0,nM
8386,4DP3,Ki,0.54,nM
8387,3UM5,Ki,0.6,nM
8388,4DPH,Ki,5.59,nM
8389,1J3I,Ki,0.011000000000000001,nM
8390,1J3K,Ki,0.037000000000000005,nM
8391,1J3J,Ki,9.8,nM
8392,4M7V,Ki,4.5,nM
8393,2W9S,Kd,2370.0,nM
8394,2W9S,Kd,730.0,nM
8395,4OR7,ic50,23.0,nM
8396,2BL9,Ki,0.16,nM
8397,2BLC,Ki,7.3,nM
8398,2BLA,Ki,50.0,nM
8399,3KJS,Ki,1.3,nM
8400,3RG9,Ki,1.1,nM
8401,3QFX,Ki,24.2,nM
8402,4RYD,Ki,0.0055,nM
8403,4OMC,Ki,16.7,pM
8404,5MIM,Ki,0.046,uM
8405,1QG6,Kd,22.0,pM
8406,3PJD,ic50,380.0,nM
8407,1C14,ic50,120.0,nM
8408,1LXC,ic50,0.37,uM
8409,1MFP,ic50,0.07,uM
8410,4CV3,Ki,7.0,nM
8411,3PJE,ic50,470.0,nM
8412,3PJF,ic50,68500.0,nM
8413,4OHU,Ki,0.2,nM
8414,5MTR,Ki,350.0,nM
8415,4OIM,Ki,2.14,nM
8416,2IDZ,Kd,0.4,nM
8417,2AQH,Kd,14.9,uM
8418,3FNG,ic50,110.0,nM
8419,2NSD,ic50,5.16,uM
8420,2X23,Ki,7.8,nM
8421,5G0U,ic50,0.297,uM
8422,2X22,Ki,7.8,nM
8423,4U0J,ic50,10.66,uM
8424,4COD,ic50,34.0,nM
8425,5COQ,Ki,427.5,nM
8426,2AQ8,Kd,2.5,uM
8427,4TZK,ic50,0.39,uM
8428,4QXM,ic50,0.05,uM
8429,2PR2,Ki,130.0,nM
8430,2NTJ,Ki,2.0,nM
8431,5G0W,ic50,16.3,uM
8432,5MTP,Ki,610.0,nM
8433,4TRJ,ic50,0.89,uM
8434,3FNF,ic50,51.0,nM
8435,4BQR,ic50,0.2,uM
8436,4BQP,Kd,13.7,nM
8437,4OXK,Ki,40.0,nM
8438,5UGU,Ki,370.0,nM
8439,4OYR,Ki,0.96,nM
8440,3OF2,Kd,4.7,uM
8441,3OEY,Kd,3.5,uM
8442,2AQI,Kd,32.0,uM
8443,5G0S,ic50,0.065,uM
8444,2NV6,ic50,323.0,nM
8445,4U0K,ic50,0.97,uM
8446,4TRO,Ki,0.75,nM
8447,2AQK,Kd,23.0,uM
8448,5G0V,ic50,5.917000000000001,uM
8449,5G0T,ic50,0.057,uM
8450,2NTV,Ki,11.0,nM
8451,4OXY,Ki,129.0,nM
8452,3FNE,ic50,29.0,nM
8453,2B35,Ki,0.22,uM
8454,4TZT,ic50,23.12,uM
8455,4OXN,Ki,40.0,nM
8456,5CP8,Ki,1570.6,nM
8457,3OEW,Kd,1.5,uM
8458,5I7S,Ki,32.0,nM
8459,5I8W,Ki,55.0,nM
8460,5I9M,Ki,55.0,nM
8461,5I8Z,Ki,158.0,nM
8462,5I9L,Ki,153.0,nM
8463,2Z6J,Ki,29.0,nM
8464,2FOI,ic50,440.0,nM
8465,1V35,Ki,96.0,pM
8466,3LT2,Ki,0.38,uM
8467,2OOS,ic50,76.0,nM
8468,3LT4,Ki,0.1,uM
8469,3AM4,ic50,97.0,nM
8470,2O2Y,Ki,0.4,nM
8471,3AM3,Ki,28.0,nM
8472,3LT1,Ki,0.32,uM
8473,4IGE,ic50,0.25,uM
8474,2OL4,ic50,440.0,nM
8475,3LT0,Ki,0.18,uM
8476,3AM5,Ki,38.0,nM
8477,4IGF,ic50,6.0,uM
8478,1NNU,Ki,0.015,uM
8479,2NQ8,ic50,320.0,nM
8480,1NHG,Ki,0.05,uM
8481,1NHW,Ki,14.3,uM
8482,3OJF,ic50,0.06,uM
8483,2QIO,ic50,3.6,uM
8484,4Q9N,ic50,0.95,uM
8485,1DUB,Ki,1.6,uM
8486,5FUS,ic50,21.1,uM
8487,5DUF,ic50,1.8,uM
8488,5DU8,Kd,1.9,uM
8489,5DU4,Kd,5.6,uM
8490,5DTW,Kd,3.5,uM
8491,5M3Z,Ki,0.6,mM
8492,1T9D,Ki,9.4,nM
8493,1T9B,Ki,127.0,nM
8494,1YBH,Ki,10.8,nM
8495,4LQY,ic50,129.0,uM
8496,1W1G,Ki,0.021,uM
8497,1W1D,Ki,0.3,uM
8498,4IZY,ic50,6.0,nM
8499,4E+73,ic50,0.049,uM
8500,4HYS,ic50,0.055,uM
8501,4HYU,ic50,6.2,nM
8502,5MY8,ic50,6.0,nM
8503,5MXX,ic50,31.0,nM
8504,5JGA,ic50,2.3,nM
8505,5V5N,ic50,9.5,nM
8506,2XIB,Kd,55.1,nM
8507,2XII,Kd,63.3,nM
8508,4J28,Ki,2.0,uM
8509,4JFT,Ki,3.5,uM
8510,4JFV,Ki,0.52,uM
8511,4JFS,Ki,5.4,uM
8512,4JFW,Ki,0.46,uM
8513,2WVT,Kd,755.0,nM
8514,2ZX7,Ki,0.42700000000000005,nM
8515,2ZX6,Ki,0.475,nM
8516,2ZXD,Ki,6.0,uM
8517,2ZX8,Ki,0.441,nM
8518,2ZWZ,Ki,16.3,nM
8519,2JF4,Kd,7.0,nM
8520,2JJB,Ki,12.0,nM
8521,2WYN,Ki,2.8,uM
8522,2JG0,Kd,15.0,nM
8523,1N51,Ki,14.0,uM
8524,2VOT,Ki,72.0,nM
8525,2VQU,Ki,975.0,nM
8526,2VR4,Ki,2.1,uM
8527,2VO5,Ki,13.0,uM
8528,2VJX,Ki,11.0,uM
8529,2VQT,Ki,1.0,uM
8530,2VL4,Ki,975.0,nM
8531,2VMF,Ki,1400.0,nM
8532,4YDQ,ic50,9.0,nM
8533,4Q15,ic50,275.0,nM
8534,5IFU,ic50,34.0,uM
8535,4WI1,ic50,74.0,uM
8536,2NP9,Ki,2.7,uM
8537,3N7O,Ki,1.6,nM
8538,4K60,ic50,570.0,uM
8539,1T31,Ki,2.3,nM
8540,3S0N,ic50,180.0,nM
8541,4K2Y,ic50,470.0,uM
8542,4K69,ic50,0.04,uM
8543,5KOX,Kd,13.0,uM
8544,3HDY,Kd,66.0,uM
8545,3HDQ,Kd,220.0,uM
8546,3GF4,Kd,750.0,uM
8547,3LPP,Ki,0.6,uM
8548,4MCC,ic50,0.56,uM
8549,4MCD,ic50,4.7,uM
8550,3AXZ,Kd,372.0,uM
8551,4MCB,ic50,1.5,uM
8552,4CU7,Kd,26.0,nM
8553,4CU8,Ki,33.9,uM
8554,3VDB,Ki,0.012,mM
8555,3T08,Ki,0.91,mM
8556,3I3B,Ki,5.9,mM
8557,3VD9,Ki,0.1,mM
8558,3T09,Ki,0.16,mM
8559,3T2Q,Ki,0.22,mM
8560,1JZ7,Ki,400.0,mM
8561,3T0D,Ki,4.3,mM
8562,1PX4,Ki,0.59,mM
8563,3T0B,Ki,0.05,mM
8564,3VD4,Ki,0.015,mM
8565,3I3D,Ki,10.3,mM
8566,3DYO,Ki,5.0,mM
8567,4CUB,Kd,251.0,uM
8568,4UCF,Ki,5.9,mM
8569,2CER,Ki,0.6,nM
8570,5IXE,Kd,2.3,mM
8571,1UWU,Ki,1.04,uM
8572,1UWT,Ki,1.08,uM
8573,2CEQ,Ki,53.0,nM
